image_id,path,cls,field,arxiv_id,source,split
1530,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.17568v1_p013_04.jpeg,diagram,utilities_power_systems,2606.17568v1,accepted,train
1533,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20443v1_p010_01.jpeg,diagram,manufacturing_engineering,2606.20443v1,accepted,train
1535,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.21055v1_p002_02.jpeg,fragment_junk,manufacturing_engineering,2606.21055v1,local,train
1536,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.21055v1_p002_03.jpeg,diagram,manufacturing_engineering,2606.21055v1,accepted,train
1537,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.21198v1_p002_01.jpeg,diagram,manufacturing_engineering,2606.21198v1,accepted,val
1538,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.21198v1_p003_01.jpeg,diagram,manufacturing_engineering,2606.21198v1,accepted,val
1540,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.22129v1_p008_02.jpeg,data_plot,manufacturing_engineering,2606.22129v1,llm,test
1541,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.23832v1_p009_01.jpeg,diagram,aerospace_engineering,2606.23832v1,accepted,train
1542,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.00029v1_p002_01.jpeg,diagram,aerospace_engineering,2607.00029v1,accepted,train
1543,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.00029v1_p004_01.jpeg,diagram,aerospace_engineering,2607.00029v1,accepted,train
1544,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.00029v1_p005_01.jpeg,diagram,aerospace_engineering,2607.00029v1,accepted,train
1545,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.00029v1_p005_02.jpeg,diagram,aerospace_engineering,2607.00029v1,accepted,train
1546,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.00029v1_p007_01.jpeg,diagram,aerospace_engineering,2607.00029v1,accepted,train
1547,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06587v1_p003_01.jpeg,diagram,aerospace_engineering,2607.06587v1,accepted,val
1548,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2607.06587v1_p008_01.jpeg,fragment_junk,aerospace_engineering,2607.06587v1,local,val
1549,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06587v1_p011_01.jpeg,diagram,aerospace_engineering,2607.06587v1,accepted,val
1550,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06830v1_p003_01.jpeg,diagram,aerospace_engineering,2607.06830v1,accepted,test
1553,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06964v1_p003_01.jpeg,diagram,aerospace_engineering,2607.06964v1,accepted,test
1554,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06964v1_p004_01.jpeg,diagram,aerospace_engineering,2607.06964v1,accepted,test
1555,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.23710v1_p001_01.jpeg,diagram,semiconductor_engineering,2606.23710v1,accepted,train
1556,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.23710v1_p003_01.jpeg,diagram,semiconductor_engineering,2606.23710v1,accepted,train
1557,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.23710v1_p004_01.jpeg,diagram,semiconductor_engineering,2606.23710v1,accepted,train
1561,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.23832v1_p007_01.jpeg,diagram,aerospace_engineering,2606.23832v1,accepted,train
1562,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.23832v1_p008_01.jpeg,data_plot,aerospace_engineering,2606.23832v1,llm,train
1563,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15948v2_p018_01.jpeg,diagram,utilities_power_systems,2606.15948v2,accepted,val
1564,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15948v2_p018_02.jpeg,diagram,utilities_power_systems,2606.15948v2,accepted,val
1565,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15948v2_p018_03.jpeg,diagram,utilities_power_systems,2606.15948v2,accepted,val
1566,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15952v1_p005_01.jpeg,diagram,utilities_power_systems,2606.15952v1,accepted,val
1568,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.16030v1_p014_02.jpeg,diagram,semiconductor_engineering,2606.16030v1,accepted,train
1572,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.18067v1_p011_02.jpeg,data_plot,manufacturing_engineering,2606.18067v1,llm,val
1573,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.19566v1_p003_01.jpeg,diagram,manufacturing_engineering,2606.19566v1,accepted,test
1574,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20361v1_p006_01.jpeg,diagram,manufacturing_engineering,2606.20361v1,accepted,train
1575,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20361v1_p006_02.jpeg,diagram,manufacturing_engineering,2606.20361v1,accepted,train
1576,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20361v1_p006_03.jpeg,diagram,manufacturing_engineering,2606.20361v1,accepted,train
1577,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.20361v1_p006_04.jpeg,fragment_junk,manufacturing_engineering,2606.20361v1,local,train
1579,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20443v1_p009_01.jpeg,diagram,manufacturing_engineering,2606.20443v1,accepted,train
1580,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20443v1_p011_01.jpeg,diagram,manufacturing_engineering,2606.20443v1,accepted,train
1582,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20761v1_p009_01.jpeg,diagram,manufacturing_engineering,2606.20761v1,accepted,train
1584,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20761v1_p010_01.jpeg,diagram,manufacturing_engineering,2606.20761v1,accepted,train
1585,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20761v1_p011_01.jpeg,diagram,manufacturing_engineering,2606.20761v1,accepted,train
1586,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20761v1_p013_01.jpeg,diagram,manufacturing_engineering,2606.20761v1,accepted,train
1587,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20761v1_p013_02.jpeg,diagram,manufacturing_engineering,2606.20761v1,accepted,train
1588,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.20761v1_p020_01.jpeg,diagram,manufacturing_engineering,2606.20761v1,accepted,train
1589,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22289v1_p002_01.jpeg,diagram,aerospace_engineering,2606.22289v1,accepted,test
1590,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22289v1_p003_01.jpeg,diagram,aerospace_engineering,2606.22289v1,accepted,test
1591,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22289v1_p011_01.jpeg,data_plot,aerospace_engineering,2606.22289v1,llm,test
1593,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22289v1_p012_02.jpeg,data_plot,aerospace_engineering,2606.22289v1,llm,test
1594,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22289v1_p012_03.jpeg,diagram,aerospace_engineering,2606.22289v1,accepted,test
1595,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22289v1_p014_01.jpeg,diagram,aerospace_engineering,2606.22289v1,accepted,test
1596,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22534v1_p003_01.jpeg,diagram,aerospace_engineering,2606.22534v1,accepted,val
1597,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22534v1_p007_01.jpeg,diagram,aerospace_engineering,2606.22534v1,accepted,val
1598,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22534v1_p011_01.jpeg,diagram,aerospace_engineering,2606.22534v1,accepted,val
1599,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22670v1_p003_01.jpeg,diagram,aerospace_engineering,2606.22670v1,accepted,val
1602,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22670v1_p004_03.jpeg,fragment_junk,aerospace_engineering,2606.22670v1,local,val
1603,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22670v1_p004_04.jpeg,fragment_junk,aerospace_engineering,2606.22670v1,local,val
1604,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22670v1_p004_05.jpeg,fragment_junk,aerospace_engineering,2606.22670v1,local,val
1608,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22670v1_p005_02.jpeg,fragment_junk,aerospace_engineering,2606.22670v1,local,val
1611,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.14291v1_p006_01.jpeg,diagram,utilities_power_systems,2606.14291v1,accepted,test
1612,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.14291v1_p007_01.jpeg,fragment_junk,utilities_power_systems,2606.14291v1,llm,test
1615,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.14402v1_p003_03.jpeg,fragment_junk,semiconductor_engineering,2606.14402v1,local,train
1617,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.14402v1_p005_01.jpeg,fragment_junk,semiconductor_engineering,2606.14402v1,local,train
1619,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.14402v1_p005_03.jpeg,fragment_junk,semiconductor_engineering,2606.14402v1,local,train
1625,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.14487v1_p020_03.jpeg,fragment_junk,semiconductor_engineering,2606.14487v1,local,train
1626,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.14487v1_p020_04.jpeg,diagram,semiconductor_engineering,2606.14487v1,accepted,train
1629,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.14861v1_p001_01.jpeg,diagram,semiconductor_engineering,2606.14861v1,accepted,train
1630,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15083v2_p006_01.jpeg,diagram,utilities_power_systems,2606.15083v2,accepted,val
1631,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15083v2_p019_01.jpeg,diagram,utilities_power_systems,2606.15083v2,accepted,val
1632,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.15706v1_p006_01.jpeg,fragment_junk,utilities_power_systems,2606.15706v1,local,train
1633,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.15706v1_p006_02.jpeg,fragment_junk,utilities_power_systems,2606.15706v1,local,train
1635,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.15706v1_p006_04.jpeg,data_plot,utilities_power_systems,2606.15706v1,llm,train
1636,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.15948v2_p003_01.jpeg,data_plot,utilities_power_systems,2606.15948v2,llm,val
1637,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15948v2_p003_02.jpeg,diagram,utilities_power_systems,2606.15948v2,accepted,val
1638,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.15948v2_p015_01.jpeg,diagram,utilities_power_systems,2606.15948v2,accepted,val
1639,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22670v1_p006_01.jpeg,fragment_junk,aerospace_engineering,2606.22670v1,llm,val
1653,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22756v1_p004_14.jpeg,fragment_junk,aerospace_engineering,2606.22756v1,local,test
1654,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22756v1_p004_15.jpeg,fragment_junk,aerospace_engineering,2606.22756v1,local,test
1656,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22756v1_p004_17.jpeg,fragment_junk,aerospace_engineering,2606.22756v1,local,test
1657,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22756v1_p004_18.jpeg,fragment_junk,aerospace_engineering,2606.22756v1,local,test
1663,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22756v1_p006_01.jpeg,diagram,aerospace_engineering,2606.22756v1,accepted,test
1664,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22756v1_p007_01.jpeg,diagram,aerospace_engineering,2606.22756v1,accepted,test
1671,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22756v1_p011_05.jpeg,fragment_junk,aerospace_engineering,2606.22756v1,local,test
1672,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22756v1_p011_06.jpeg,fragment_junk,aerospace_engineering,2606.22756v1,local,test
1673,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22756v1_p011_07.jpeg,diagram,aerospace_engineering,2606.22756v1,accepted,test
1674,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.22756v1_p012_01.jpeg,fragment_junk,aerospace_engineering,2606.22756v1,llm,test
1675,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.22756v1_p012_02.jpeg,diagram,aerospace_engineering,2606.22756v1,accepted,test
1677,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06964v1_p005_01.jpeg,diagram,aerospace_engineering,2607.06964v1,accepted,test
1678,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06964v1_p013_01.jpeg,diagram,aerospace_engineering,2607.06964v1,accepted,test
1679,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06964v1_p014_01.jpeg,diagram,aerospace_engineering,2607.06964v1,accepted,test
1680,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.06964v1_p016_01.jpeg,diagram,aerospace_engineering,2607.06964v1,accepted,test
1681,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2607.06964v1_p016_02.jpeg,data_plot,aerospace_engineering,2607.06964v1,llm,test
1682,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2607.07246v1_p004_01.jpeg,diagram,aerospace_engineering,2607.07246v1,accepted,val
1683,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17291v1_p007_01.jpeg,diagram,manufacturing_engineering,2606.17291v1,accepted,train
1684,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.17291v1_p007_02.jpeg,fragment_junk,manufacturing_engineering,2606.17291v1,local,train
1685,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17314v1_p003_01.jpeg,diagram,manufacturing_engineering,2606.17314v1,accepted,train
1686,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17314v1_p004_01.jpeg,diagram,manufacturing_engineering,2606.17314v1,accepted,train
1687,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17314v1_p006_01.jpeg,diagram,manufacturing_engineering,2606.17314v1,accepted,train
1688,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17529v1_p011_01.jpeg,diagram,manufacturing_engineering,2606.17529v1,accepted,train
1689,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17529v1_p013_01.jpeg,diagram,manufacturing_engineering,2606.17529v1,accepted,train
1690,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17529v1_p017_01.jpeg,diagram,manufacturing_engineering,2606.17529v1,accepted,train
1691,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17635v1_p005_01.jpeg,diagram,manufacturing_engineering,2606.17635v1,accepted,test
1693,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17635v1_p012_01.jpeg,diagram,manufacturing_engineering,2606.17635v1,accepted,test
1694,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18067v1_p002_01.jpeg,diagram,manufacturing_engineering,2606.18067v1,accepted,val
1695,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18067v1_p002_02.jpeg,diagram,manufacturing_engineering,2606.18067v1,accepted,val
1696,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18067v1_p002_03.jpeg,diagram,manufacturing_engineering,2606.18067v1,accepted,val
1697,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.18067v1_p002_04.jpeg,data_plot,manufacturing_engineering,2606.18067v1,llm,val
1703,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.11948v1_p002_01.jpeg,diagram,utilities_power_systems,2606.11948v1,accepted,train
1704,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.11948v1_p003_01.jpeg,diagram,utilities_power_systems,2606.11948v1,accepted,train
1706,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.11948v1_p003_03.jpeg,diagram,utilities_power_systems,2606.11948v1,accepted,train
1707,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.11948v1_p005_01.jpeg,diagram,utilities_power_systems,2606.11948v1,accepted,train
1708,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.12085v1_p006_01.jpeg,diagram,utilities_power_systems,2606.12085v1,accepted,train
1709,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.12085v1_p006_02.jpeg,fragment_junk,utilities_power_systems,2606.12085v1,llm,train
1711,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.12085v1_p007_02.jpeg,data_plot,utilities_power_systems,2606.12085v1,llm,train
1712,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.12085v1_p007_03.jpeg,fragment_junk,utilities_power_systems,2606.12085v1,local,train
1720,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.12180v1_p003_01.jpeg,data_plot,semiconductor_engineering,2606.12180v1,llm,test
1721,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.12180v1_p003_02.jpeg,diagram,semiconductor_engineering,2606.12180v1,accepted,test
1724,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.12180v1_p004_01.jpeg,diagram,semiconductor_engineering,2606.12180v1,accepted,test
1725,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.12180v1_p004_02.jpeg,fragment_junk,semiconductor_engineering,2606.12180v1,local,test
1726,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.12180v1_p004_03.jpeg,fragment_junk,semiconductor_engineering,2606.12180v1,local,test
1727,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.12180v1_p004_04.jpeg,diagram,semiconductor_engineering,2606.12180v1,accepted,test
1731,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.12180v1_p014_04.jpeg,fragment_junk,semiconductor_engineering,2606.12180v1,local,test
1732,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.12304v1_p002_01.jpeg,diagram,semiconductor_engineering,2606.12304v1,accepted,train
1735,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.12304v1_p002_04.jpeg,fragment_junk,semiconductor_engineering,2606.12304v1,local,train
1736,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.12715v1_p002_01.jpeg,diagram,semiconductor_engineering,2606.12715v1,accepted,train
1737,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.12726v1_p003_01.jpeg,diagram,semiconductor_engineering,2606.12726v1,accepted,test
1739,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.12726v1_p003_03.jpeg,fragment_junk,semiconductor_engineering,2606.12726v1,local,test
1743,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.12803v1_p002_01.jpeg,fragment_junk,utilities_power_systems,2606.12803v1,local,train
1744,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.12989v1_p002_01.jpeg,diagram,utilities_power_systems,2606.12989v1,accepted,train
1747,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/utilities_power_systems/2606.12989v1_p008_03.jpeg,fragment_junk,utilities_power_systems,2606.12989v1,local,train
1751,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.12989v1_p012_01.jpeg,diagram,utilities_power_systems,2606.12989v1,accepted,train
1753,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.13540v1_p002_02.jpeg,fragment_junk,semiconductor_engineering,2606.13540v1,local,train
1756,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.13765v1_p002_01.jpeg,diagram,semiconductor_engineering,2606.13765v1,accepted,train
1757,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.13765v1_p003_01.jpeg,diagram,semiconductor_engineering,2606.13765v1,accepted,train
1758,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.13765v1_p003_02.jpeg,data_plot,semiconductor_engineering,2606.13765v1,llm,train
1759,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.13765v1_p004_01.jpeg,diagram,semiconductor_engineering,2606.13765v1,accepted,train
1760,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.13765v1_p004_02.jpeg,diagram,semiconductor_engineering,2606.13765v1,accepted,train
1761,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.13765v1_p004_03.jpeg,diagram,semiconductor_engineering,2606.13765v1,accepted,train
1763,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/semiconductor_engineering/2606.13765v1_p005_01.jpeg,data_plot,semiconductor_engineering,2606.13765v1,llm,train
1764,/Volumes/One Touch/stem_diagrams_data/images_v2/semiconductor_engineering/2606.13765v1_p005_02.jpeg,diagram,semiconductor_engineering,2606.13765v1,accepted,train
1765,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.13853v1_p002_01.jpeg,diagram,utilities_power_systems,2606.13853v1,accepted,val
1766,/Volumes/One Touch/stem_diagrams_data/images_v2/utilities_power_systems/2606.14291v1_p005_01.jpeg,diagram,utilities_power_systems,2606.14291v1,accepted,test
1767,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17291v1_p003_01.jpeg,diagram,manufacturing_engineering,2606.17291v1,accepted,train
1768,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17291v1_p005_01.jpeg,diagram,manufacturing_engineering,2606.17291v1,accepted,train
1769,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18067v1_p005_01.jpeg,diagram,manufacturing_engineering,2606.18067v1,accepted,val
1770,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.18067v1_p005_02.jpeg,fragment_junk,manufacturing_engineering,2606.18067v1,local,val
1771,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.18067v1_p005_03.jpeg,data_plot,manufacturing_engineering,2606.18067v1,llm,val
1775,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18067v1_p006_01.jpeg,diagram,manufacturing_engineering,2606.18067v1,accepted,val
1777,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18067v1_p006_03.jpeg,diagram,manufacturing_engineering,2606.18067v1,accepted,val
1778,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.18067v1_p006_04.jpeg,data_plot,manufacturing_engineering,2606.18067v1,llm,val
1779,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.18067v1_p007_01.jpeg,fragment_junk,manufacturing_engineering,2606.18067v1,llm,val
1782,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.18067v1_p007_04.jpeg,data_plot,manufacturing_engineering,2606.18067v1,llm,val
1784,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18417v1_p007_01.jpeg,diagram,manufacturing_engineering,2606.18417v1,accepted,val
1785,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.18417v1_p017_01.jpeg,diagram,manufacturing_engineering,2606.18417v1,accepted,val
1786,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.19556v1_p005_01.jpeg,diagram,manufacturing_engineering,2606.19556v1,accepted,test
1788,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.21220v1_p003_01.jpeg,diagram,aerospace_engineering,2606.21220v1,accepted,val
1791,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.21223v1_p001_01.jpeg,data_plot,aerospace_engineering,2606.21223v1,llm,test
1793,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.21223v1_p002_01.jpeg,diagram,aerospace_engineering,2606.21223v1,accepted,test
1794,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.21223v1_p004_01.jpeg,fragment_junk,aerospace_engineering,2606.21223v1,llm,test
1795,/Volumes/One Touch/stem_diagrams_data/images_v2/aerospace_engineering/2606.21223v1_p009_01.jpeg,diagram,aerospace_engineering,2606.21223v1,accepted,test
1796,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.21223v1_p012_01.jpeg,data_plot,aerospace_engineering,2606.21223v1,llm,test
1797,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.21223v1_p012_02.jpeg,data_plot,aerospace_engineering,2606.21223v1,llm,test
1798,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/aerospace_engineering/2606.21223v1_p012_03.jpeg,fragment_junk,aerospace_engineering,2606.21223v1,local,test
1799,/Volumes/One Touch/stem_diagrams_data/images_v2/manufacturing_engineering/2606.17291v1_p004_01.jpeg,diagram,manufacturing_engineering,2606.17291v1,accepted,train
1803,/Volumes/One Touch/stem_diagrams_data/images_rejected_v2/manufacturing_engineering/2606.17291v1_p006_04.jpeg,fragment_junk,manufacturing_engineering,2606.17291v1,local,train
